,Unnamed: 0.1,Unnamed: 0,Titre,Auteur,Type,Langue,Texte
131,131,131,NUTIZIE DI CORSICA,Inconnu,article,cos,aiacciu annuncia prossimu matrimoniu sgio martinu frasseto madamicella mossant re annuncia morte sgio dumenicu bartoli direttore professionale pnom penh ee statu matrimoniu madamicella paula lazari sgid dumenicu massa sicritariu partitu corsu azione tresoriere aggiuntu fraternelle corse cumbattenti mutilati cc ly n aulie giovanu telemacu benedetti 19 tombu caschendu indi precipiziu altezza 120 metri bastia mortu sgio adrianu pietri anzianu impiegatu poste bonifaziu annuncia saizeie morte madamicella lavigne 17 campu statu intarru madama veduva canavaggio nata casabianca ciamanacce annuncia prossimu matrimoniu madamicella maria bartoli brigadiere gendarmeria labouche corti mortu sgio ghiuvanu battistu vivicorsi 63 2 7 levie matrimoniu madamicella rosa rocaserra sgio tumasgiu quilichini pila canale mortu j1 annu sgio ghiuvanni roccaserra oletta sgio ghiaseppu olmeta 23 caschendu altezza centu metri precipiziu lancone tombu appieftu nn balu scubignu princi rs pastricciola cucini bastianu parenti ghiuliu santu manodritta seguitu disputa pigliati pistulittate parenti mortu manodritta statu firitu palla troncu manzillare surtitu pa collu peru casevecchie annuncia matrimoniu madamicella francesca ciavaldini gendarme levenard poghiu statu matrimoniu aiu ante capu michele leca madamicella vincente bartoli prupia mortu 40 sgio dumenicu salotti rennu fattuu matrimoniu madamicella maria dumenica leca sotti ufficiale dumieniu davide sarte mortu sgio ghiasseppu nicolai 42 tavera statu intarru madamicella angliula maria giustiniani valle mezzana morta 88 madama veduva francesca cesari vicu statu matrimoniu madama veduva lena pubereau nata pozzo diborgo sgio susini rennu
132,132,132,Ava si franghia,Rustincu di Loretu,conte,cos,corciu ziu don ghia mortu sonu antighi corsi onesfi travagliadori penserosi tante gnagnare zitellacci quandi chiappava difettu latrucinu soiu soiu nunda vole veru sfrecciatu ladri benchi ell manchessi nunda sdia lavendusi morte vescu oliu specchiulava panni quandi zirla zimbine zitellu indria tugnu ioun sbagliu andete letulu letulu mu ortu picchio nanfu chiaragiu muscatellu sciaccassine duie bella bella ladru qualchi spiumbata eccu fatti manu manu affaca ziu don ghia canaglio inde qual dettu vene manghia chiara gie zitellu sapia aspettava resto cotu crudu rese sube domine piettu meze fronde rispose ziu don ghia m detta nimu dumandu perdonu bravu ripiglio ziu don ghia posta dici franca scusu attenzione veneci ordine mumentu riantu lampamine duie belle mature cuntentu tugnu lampai zi ramelle gambunette tifulmini arrangiava manera falli casca futtuin tupezzu eppo ride disse ziu don ghia derete vostru cappellu possi franghia oliu mamma vecchiu digia malcuntentu ave ricevutu ramelle chiocca ingolle nova inghiuria risponde placidu placidu ciucciu deraghiu ava falatine chiaragie spenseratu piscainu aggronchia scucchiu erburu face fala quandi altura brecziu don ghia pigliatu pia piovecolpi cumpassione dicendu ava franghia
133,133,133,CRONACA AIACCINA,Laghione,article,cos,matrimoniu ghiovi statu matrimoniu fratellu fede dumenicu massa madimacella paula lazari dolu recentissimu soli parenti intimi assistianu cirimonia merria sicondi agiuntu nicolai felicitatu parole scelte giovanni sposi domu prete felce dop avelli uniti improvisazione piena pieta puesia riassuntu duveri mutuali novi cungiunti tistimoni eranu sposu direttore petru rocca sposa capitanu tolla battellu nizza purto cumpagnu mugliere versi assulanatu viaghj ciceronati amore italia fala acqua grandine veatu eccu ciochi tocca quindicina soga sole scappatu pinzutiap n canzone maistrale cacciatu canzone elettorale d canzona partitu merri canzona contra partitu canzona vidara ognunu canta sicondu gusti sentimenti simpatie scuparta ovu cristoforu colombo facilissimu bisugnava pinsacci canzona costa ca soldi muvra vo chirite manda cintinare muti mette canta ungarese napulio quindicena danzatrice ungarese raligratu vista jambe nude similse sgualtrezza taglie turcianu spi ghe sotti tramuntana giovane fresche bella savie vicchiarellu firmatu lingua fora videndule andassine inseme sticchite sticchite solferino duv allughiavanu pugilatu fratelli ricci chiesta nuvita dop aveci gode ultimamente graziossime operette italiane prumettenu intrata marzu mezza duzena matchs pugilatu tanti ringraziamenti marti grassu scimughjne nizzardu piazza diamante impurtazione diretta sponde nurdinche cunfetti scrianza alza gamba maria juva 0 affissi partitu socialista sezione anatole france nome cursissimu cupartu muraglioni tati sangue maghiale polsu zirrinu travaglia magna dicianu affissi blum allore aceadutu cinquantina renfiers aiaccini spavintati toccu buccone sittimana addispirati sfiatanu sezione anatole francia supurtera cunsiguenze avvisu
134,134,134,Colpu d'occhiu sopra l'annata 1924,"
            Martinu Appinzapalu
        ",article,cos,puntu intarra annata duv vanu cose mondu demu colpu oochiu dodeci scorsi titinimune qualchi quandi nasci annu 24 francia guidata poincare millerand avanzava mez nazione piumacciulu vittoria capu daretu adi carru statu muvia pianu pianu purtava muntina sacchi annanti tighetta buggettu 32 miliarde annantu duzina scrittu debite cintinare miliarde eranu sacchi bioti dipartementu francia figuratu sacchettu bocca abbartu corsica staccatu pudia liaglia larga bianca dolce parolle prumesse pensu infrattantu ghiallu magru pinnacciutu punta campanile scanterizava aria caccaracca caccaracca cara cara ghiennaghiu cor iennaghiu muvra scese alture punta corne inturcchiate garbu aligria uffri paisani rigalu libru titulu rise cante canzone maistrale corsica sana principio gruttellu duve muvra vindia cinque franchi librone volzenu ave intreiu pezzi canzone maistrale dumane valaranu cinquanta maranghini diventate rare campanili sebbiatu compre sebbiatu cunserva preziosamente vinu buttiglie laccate pobbenu ralegrassi canzone maestralesche truvedenu ricca cunsulazione cumprendu almanaccu muvra pienu perle spiritu cose nustrale staffilate tempu surti almanaccu ben vistutu gran sartore petru rocca almanaccu pampanutu mastacciutu abbe lume eiu ladri arribatu ricuverallumi stimpatu appressu iustizia guardia campestra ghiennaghiu passo lampendu rigali aqua neve segnu annata alive castagne alimeie vindinu care sinu franchi cantaru alimeie intronu loghi latte cullo fogu segnu sauritu rinvindaroli mittianu ca poga aqua ferraghiu ferraghiu affaco carcu discorsi fatti camera poghe cunferenze fatte londra bruxelles pariggi poincare dicia inglesi rispundianu vo cuntinuate avanza indi ruhr sbarcheremu calais america gridava debite guerra quandu pagate francia facia arecchia mercante sciacconu culpettu cambiu francu falo falo cunsula pastore corsu pastora affaccindata petru rocca mando pignatta corsucumedia scritta viculese raconta cum face avarone magadoru cunserva tesoru mica dota figliola martinu appinzapalu sorte barbabianca antigone puemu versi conta maraviglie accadute tempi tempi quandi casco manna tecchia animali alte muntagne monte oru quandu primi abitanti corsica battianu contru buvoli orsi quandu melu facia mele vatri corsi sanu leghie corsu cumpredenu librettu marcatu stampatu grossi belli caratteri camponu stundata marzu marzu catarzu barrette dede subitu imbenimentu puliticanci cambia casacca abbicinava perchi elezzione diputati eranu annunziate maghiu puliticanciu dede rumenu bloccu naziunale dissenu poincare fate corre danaru vole semu manitufunati poincare rispose vince bastanu discorsi mando pasce ognunu indi rughione eletturale intantu guidati herriot buscavanu facianu campagnate primataccie tucchendu manu ultimu circataghiu corsica raprisintati bianchi neri volenu favori guvernu spartilasagne spiccionu risponde lettere dumande impiegu numerose releva corsica fecenu vuta cinque camin ferru ghisunacciasulinzara puru puru intazzatu aprile aprile gentile spunta arba bestie salta pescie argentu indi fiumi guvernu impedi francu diventassi baiocca feimpresta quantu ottu centu gran miliardariu meriganu morgan poincare carta bianca pruclama decreti legge crea imposizione cresce antiche cuntribuzione sonu campana piaci tanti inttantu durente pertiti abbocanu indi campagna eletturale muvra face esce pesci fritti filippu tristani vole fritti arrustiti maghiu maghiu longu longu affaca tinendu manu risultatu consulta eletturale ondici maghiu bloccu naziunale pianu bloccu sinistra padrone putere sidioni diputati battenu mannu cumunisti poincare varca subitu sponde guvernu herriot piazza calda millerand saluta vincitori ritira altru presidente doumergue cingne sciarpa corsica vutatu rimandatu listessi porta parolla pietri rimpiazza gavini moro giafferi altu divintendu sottu ministru arte mistieri prumesse fatte sulenne sincere assanisce costa orientale tumba frebba zinzale luce eletricita tafone stradone corti cerbioni incurragi cultura impiegu sola cuntinui fiori intantu amicu torre cirnensi face sorte libretti diverte insigna ornitomachia poeta talentu torenti cervone pasquale paoli padre patria ultimu scrittu lingua corsa dolce schietta corsi volenu scurdassi antighi accatanu leghienu ghiungnu siccina tremenda maghiu salta collu ghiugnu calurosu brugia vigne fenu francia abocca duie cunferenze ginevra duva tette nazione ghiuranu vive santa pace lita ricorre arbitragiu locu fassi ragione colpi canone belle prumesse saranu tinute quandu mondu astutu altra cunferenza tene londra herriot riceve parolle debitori ordine sbaganta ruhr corsica occupata affare elezzione senatore rimpiazea coty invalidatu sentau lotta corta ardente casabianca giordan surti vincitore corsica sicura ascultata avendu senatori doumer giordan sanu francese corsu mustra ell amicu prugressu innovamenti gio funtenu padrone trinnichellu decide crea trenu rapidu aiucciu bastia fe cuncurrenza ottomobili fenduci faore ritorna deci verifica parolla salamone n ovu sotti sole cunsula anima corsa martinu appinzapalu face sorte libru raconti fole parla parlara longu tempu corsica pancheraccia sanu lingua corsa eccu lessicu corsu spiega temrini lingue insegna prime regule grammatica cirnese lugliu lugliu vistutu siccina cara matura spighe granu fora corsica corsica matura ovi zinzale zarabicchi re costa orientale sbarcanu vastimenti carchi culuniali magro gialli voltanu inculurissi merli aiaccini bastiacci collanu freschi alta muntagna pastori danu latte rigalu incurraggi villegiature sorte libru lisandru petrignani cura sambucucciu casinca pila rapita aostu sittembre mondu viaghia pueti corsi facenu vizzavona merendella uttobre nuembre piove intrata uttroe imbragia terrenu seccu impatinatu tamanti istate camera deputati vota annistia face trattati alemagna amicizia russia face imprestu centu dollari america muvra stampa belle puesie marcu angeli malincunie pariscenu nizza frutti imbernu prufessore antone bonifacio dicembre neve acqui fraghi muntagne carru statu cuntinua viaghia sacchi capu annu sacchitucciu corsica aspittendu bocca abbarta prumesse torninu fatti tirati usciu chiude agguarda muvra pensa corsu offre nimu rigali sauriti parsiche secche cose andate tesoru iuvan petru lucciardi gran pueta nebbiu almanaccu 1925 volenu leghie rileghie vedeci custannu vene
135,135,135,"
            I Gran Corsi
        ",Inconnu,image,cos,pozzo borgo 1764 1842 carlu andria pozzo borgo natu ottu marzu 1764 alata vicinu aiacciu antica nobile famiglia natu corsu tempi indipindenza ricuso sugettu altru statu morse citadinu corsu studii vicu perfezziuno pisa duv piglio gradu duttore 1792 deputatu corsica pariggi ritornu paoli corsica ministru statu anglo corsu 1794 95 pruscrittu napulione perseguitatu gira inghilterra austria russia incaricatu missione diplomatiche impurtante tsar alesandru numinatu ministru pieni puteri pariggi cascata napulione chiamatu cungressu vienna 814 more imbasciadore russia pariggi 15 marzu 1842 pozzo borgo alte figure storia corsa
136,136,136,Una Riunione di Carbonari in Corsica,Ageniu Grimaldi,article,cos,pasquale contri santa maria poggio capi carbonari pieve moriani adunanze avivanu logu gran segretu acqua callula indi pruprieta marchetti centi sottu carlu x re francia epuca babboni nutrivanu pocu simpatia rinnegati parlavanu francese moriani avanguardia carboneria furmava vendita forte isula facivanu numerosi corsi malcuntenti amor patria liberta ufficiali impiegati sottufficiali reduci armata napulitana specialmente gluriosa legione corsa distinse caduta imperu aviva perde gradi onori impieghi uomi giovani restava solu rifugiu carboneria sola speranza italia quandu rendivanu baracca riunione parola ordine moria bandiera moriani propugnatore liberta eccu altronde formula juramentu ghjurgu impiega mumenti triunfa principii liberta prumettu prupaga amore uguaglianza difende corsica farla libera forte eo disgrazia tradi buoni cugini cunsentu torturatu l annun 1826 1827 delegati carbonari italiani benseru corsica moriani eranu gubernatis conte vitteleschi sapemu mica veru scopu arrivu carbonari ghjornu qualchi documentu fara cunosce santa verita l istessi epuca mancanu traditori autorita francesi avendu saputu induve facivanu riunioni segrete mandavanu sessanta volteggiatori arresta pasquale contri fratellu paulu petru accampata grazia interventu ufficiale superiore luigi grimaldi fratelli contri ebberu buona furtuna scappa luiggi grimaldi uomu gran valore aviva servitu distinzione sottu re ghjuachinu murat italia serbava ricordu ziu culunellu grimaldi mortu pare documenti segreti carboneria moriani funu nascoti indi fascie cininu fratelli contri dopu ave guardatu macchia ottu dunu prucessati montpellier pasquale contri mori annu 1875 becchissima eta ragguagli tengu sgio cesare augustu agostini natu 1843 ragguagli raccolse propria bocca pasquale contri
137,137,137,Lettera da Pieghia,Ghiuvanni Olivieri,lettre,cos,mertinu appinzapalu caru mertinu cucinu orsu lione amante muse altre cose sai m mandatu etima scorsa falassi dalli colpu manu azzura maghiali guasi grassi nettanu trovula cumare marianna marti passatu bidendu tempu prupiziu missi strada lalbore cugnatu santu rinieri passaru statine aleria haghiu capelli cabocchia ghiunti ponte piedicorte fermaimu mumintellu ghiustu tempu empieci bocca atracchiu surpresa cucinone disse subitu ricevutu muvra diceraghiu caru mertinu ch rel p eranu cinque anti messu pedi ioghi vidia qualchi pezzu suminatu ava mucchj arbitri scopa appuntu campa manatella capre loghi netti pecura nie vede tempi aleria piaghia venachesi oghie piglianu altra direzzione tonkin saigon loghi preferiti bece gnarda pecure capre vanu guarda 1 cundannati bale strapazza vitaccia piani tagnone quandu piastra alta r piastra mica poveru malizia quandella jucava riccia piazza chiesa pd turnemu imaghiali jorni lavemu camisgie speru itasta j san guinelli prepareranu sal cicci ficatelli incaricatu ir falli pocu piverosi crede seranu megliu saucisson lione polidoru patachinu pa gonu salitu iu stimarne affaecata casone costa varcatu tagrio ea cavallu sumere diceraghiu vistu belle trute niea pesca difesa momentu cuntentatu fichialle m pensa strampalatu dicenu abandunatu pesca pesce elettori maghiu mancu lische qualchi bolta cagione ferma tische gola tanta jente speremu cilu mica casu nostrii caru fratellu pianellu if ritornu caru mertinu trettu muntagnolu purtou muscu cusciottu muvrinu manghiaimu san petru pare avellu anpoghi travagli causa tempu s dura diventeremu lumaghe beghia chiarcchiu curiosi ghiunti serite leghie ri conti fole statu custrettu ripete calescia 0 galera almenua dece to novu l reghione conti fala prestu bede to peciire casinca spicciati aria timperata muraccioli dicenu to paruchiani to partanza temu to muse sianu rigrettate stessu parlendu 5 scuserai gio cortu scrivu cumu pudutu truva penna calamaru credu sianu v poveru bapone quandi guer dianu tante salute to niputuccia eun perde speranza stella lucera
138,138,138,A Guardia corsa in Roma in 1664,Inconnu,article,cos,corsica ricevi tante durente seculi dulorosa storia aiutu cunfortu papi mustrala divota versu santa sede corsi munstronu fieri onorali serve indi milizie papale papa oghie tene guardia sguizzera guardia corsa fidata nomi ufficiali guardia marcati petre tumbale chiesi san crisogonu antica chiesa corsi tempu luiggi xiv accadi grossa baruffa guardia corsa iente imbasciadore francese roma duca crequy francesi iornu davanu insulti corsi chiapponu suldatu solu tumbonu malgradu ufficiali cumpagni surtinu armati dedenu manu l arcugiu ferinu tumbonu qualchi francese imbasciadore parlo altu forte papa scuse impicca corsu promotore affare tropu pogu vulia sente roma putenza re francia ottenne dumando papa arrizza meza piazzaun monumentu c scrizzione inghiuliosa corsi eccune imagine traduzzione esecuzione cuvenzione pisa ricordu eternu abocumpagnia corsi contru altissimu f mineule assaltu tentissimu signore duca creguy imbasciadore re cristianissimu f pressu santita nazione cor stala cacciata serviziu chiarata incapace pude serve santa sede annu 1664 quandu re solesi oscuro durente guerra successione spagna culonna lampata terra abitudine corsi eguardie papale corsica perse onore seculare manda roma isu nobili valuroi figlioli varda sacri palazzi scurta passi isuccessori san petru
139,139,139,A Messieurs les éleveurs de la Corse,Le Directeur de là station permanente d'Etalons de la Corse,annonce,fra,direction remontes pris animaux vises 2 ca theories premiere affectee selle seconde voitures legeres mitrailleuses ua achats lieu annee avril septembre directeur station perm d'etalons corse invite eleveurs faire etablir cartes d ori gene produits raisons 1 produit vendu re montes carte eleveur touche prime francs carte d origine cheval engage couratteindre 500 concours d eviter correspondance inutiles renseignements rappele carte envoyee directeur ajaccio pli recommande accompagnee dun mandat poste 3f25 frais decomposant timbres dimension 2 40 recommande 0 85 total 325 sujet reprise courses 1925 societes donne adhesion directeur attend qu veuillent bien adresser papiers monsieur prefet corse s interesse vivement question transmettra ministre l agriculture avis favorable if faut faire vite cites parisiennes boucler budgets arrivons trop tard ous risquerions toucher subventions demandons hommes cheval competents vouloir bien aider dan tache entreprenons faveur elevage corse
140,140,140,Fanni scarpi e sarè calzu,Simonu di li Lecci,poesie,cos,dumenicu ciaripetta junti linguizetta guasi scalzu mezzu nudu l inverne unne crudu piazza funtana dippdo sittimana canti badador musicanti canti dume parchi paghendu paghemu dissi minutu boci vidutu 2 tonu forti tonu modu facciu cioche vodu fanni scarp sare calzu pocu scalzu
141,141,141,L innamurati d di ILilla (Canzone È di juventù),Giovoni,chant,cos,oh com bedda filaru dolce visu sguardu chiaru zi petru zia mariola lilla figlidla sdla ghiornu andava suletta ala funtana ceccu metti spadda sutana ziffulu cateddu petru intorchia cape ddu partine appressu livfinendo barbi grisgi eli donni gnardendu campavanu risa faccianu scummissa ghiuntu stretta ceccu dici lilla pi eiu cunoscu sicrettu famiglia lilla dissi tontu cerca tenalu contu surgenti cuntinenti madamicella saria cuntenti purtav cirarrella aspettati appenarella lilla risposi rossa com gruseglia semu turja nun semu marseglia quandusaro vecchia zerra purtareti cerral timigonu pettu suitava luntanu passiunatu pinzava cor lilla tisoru megliu diamanti edi oru ss er quandu lilla cirola piena cie petru dissi quista pena aspetta vogliu piazzalla ananti to capitale masi truvetinu bocca bocca n lilla pettu quiddu petru tocca piglieti petrucciu basgi nu pizzicucciu dissi visti paradisi altra vogliu basgia to visa lt mosta susta to cerra cascaria terra ip nu st 4 4 lilla piengliiendu tamantu roghi mamma diciaraghiu to mamma palesi do tiniu PS sapara paesi purga mepiccatu saraghiu n to innamuratu
142,142,142,Chiti e Pagati,AF Tristani,article,cos,tempi quandu stitutori eranu pover omii 09 oghie richi essendu 0 ave pigliatu moglia jente rica ben infesu cullega ziu bastianu fecia p fabbi capi tandu estifutore dabbi abentore modu ellera pagatu altru possu eo almienu apparagunallu pastore cum nale tempi micca quantu rivenuti pastore cumunale funziunariu bolenne cria cumerciu riputazione rispunsabilita tintenna pilonu ognunu conosce ama stima porta rispettu ch ell porta rispettu loghi chiosi posti batterecciu fila nanzu cornu mediente pane capita zighine ricciame paganu strade cura aghiachetta collu puntizzole osteria riguerda dibbichiziu bastianu cura vada rochiatella criappuli majo pane bastfellinu simana majurelli pistaghiolata castagne annu chiughi cagaglula rigalu fate contu orsu ghiuva epuga aricoghie quandi junse duve ziu paulella pr chere pilatta ndeh 0 sgie stituto saperete chiu vostru sumere lampatu ortu lesciatu raschiu serebbi vulsutu stima boi bogliu diga cm feremii contu bagati quist annu ziu bastiani nee flo bale dilla pogu cunfentu stessu pobbe frafene pensa tronchi collu mastaghiendu attippo supranu duv eranu vere fret cumincio viacruci pichio sgio inde saperete p 1 erete intesa feta eintrata rancae unci esciatu palu fasgiola ahora builete videte pichi cula x fe aviamu belli pori bastatu vostru sumere zmr pastia fermatu coda elta passi perl ochj pichio quassu pichio quaghio sapite ziu bastia ringrazia bo altrimente dostra fera dicu ana feraccia sbembra pus sutu franca topaghia impastughiatela ziu bastianu stancu mortu mun rientro soia pua ife pensa boglia 55 moglia aspettava capu sca ja arigoltu sk 16 cie arigoltu corne ca fr fur sli quisti annu eo cdisca ichi sumera
143,143,143,"Acchiappa, ò pinzutò !..",Inconnu,article,cos,avemuqui pari ginu bruttu cum peccatu crede adonu avendu scuntratu caffe andreani amicu antone manuelli bravu figliolu pienu camula meraviglio gran summiglianza corsu anci testa milone francese pussibile pariginu spiritosu riflessione dimi pocu tomamma parigi antone manuelli rispose calmu salmu solu babbu statu
144,144,144,"Une courageuse abstention
        La question du balayage",Inconnu,article,fra,lire l evil 25 lettre m dominique poli conseiller municipal adressee prefet corse lettre relate scandale service balayage ajaccio voir traitee majorite insouciante question interesse haut chef station climatique question l hygiene constater desinvolture plupart ediles passer interets d simple particulier interets collectivite lettre qu vient point corroborer repit ecrivons journal savoir ville d ajaccio d suffocante malpropre demontre ville questions parti mieux d hommes jeunes n vue prosperite ville assurer reelection lettre indique chose m poli etage arguments chiffres regards denegations fous paraissent difficiles c point important courageuse attitude m adjoint nicolas appartenant majorite sest carrement abstenu ratifier vote decision juger qu ecrit sens l abstention m nicolas d autant meritoire c qu enregistrer pareil cas c egal ement gifle trace donnee conseillers generelache bloc interets pays
145,145,145,Lettara da Mistral a Dall'Ongaro.,Mistral,lettre,ita,amico favelle ambedue romane possiamo chiamarci fratelli toccarci mano duranza nati ambedue ino monte vanno abbeverare l'uno piemonte l'altra provenza
146,146,146,Una Lettara,Sambucucciu di Casinca,lettre,cos,caru pueta moltu ricuniscente omaggiu m vostru bellissimu libru malincunie letti trattu assitatu beje bicchieru qua frescae pura brama passione dopu applausi ricevutu maistrale kyrn martinu appinzapalu desiderava miglti teghie puesie ghiudica stessu meritavate veramente eloggi meritati dicu sirnplicita bulenteri vuria intriccia anchi eju curona alloru fiori ponela tornu fronte vinti zitellu eduvete sfidabi parfume incensu fiori pillente caldu piace pensa primavera spunta fiori belli stadina vuriti dilicati assaghjalli
147,147,147,Cronaca Aiaccina,Falchettu,article,fra,theatre municipal efforts deployes vue l amelioration spectacles freres ricco nouveaux dictait details mine vieux st gabriel meritent d signales presse locale vigoureusement encourages ajacciens ignore sacrifices incessants imposes jeunes vieux ver cinema depassement l esprit films d portee philosophique morale aujourdhui proprietaires cornes cinema offrent theatre municipal habituel programme cinematographique partie music hall artistes renom prix portee bourses theatre municipal faisons plaisir d orienter l attention desirent passer agreable soiree noel noel ville revetu fetes allure agite accoutumee nuit multitudes joyeux reveillonner carillonnent contentement aidant trompes trompettes sifflets colombes eglises regorgent monde estomacs sortir forgerent victuailles contenus flacons poussiereux restitution cesar loi formelle existe texte loi inter transformer ur local servant cohabitation fins dun usage n 3 8 cours grandma dispose sacrifier etage l installation dune ecole cours secondaires jeunes filles sida prescrit s impose 7 affaire mn bonsoir madame lune bonsoir tenebres viennent bec gaz eteint fours tombes bien ville d ajaccio EURlicore reduite attendre lumiere vienne d haut fois n chercher responsable matiere constater semaine ville ies eclairee nuit c scandaleux sut
148,148,148,Tanti Birbenti,V.G. d’Altimonti.,poesie,cos,annu mondu bocca piena chiosu core pare auguriu santu amore guasi sepre fintu fondu quandu annu mondu rielta birbenti sprezzente riccu gusta pigru ghiusta risponde tecchiu stenti rielta birbeati ognunu strappa unghie denti debulellu forte pienghie nun sanu corpi cuntenti rielta birbenti chiamate aiutu parenti risposta mostranu anoiu amicu ognunu soiu lascianu espostu venti rielta birbenti disgrazia v accade chiamate puru vostru vicinu arecchie mette stuppinu attenti rielta birbenti travagliu sforzi custenti fiurite famiglia intornu rodenu inviglia rielta birbenti clica maldicenti loda presente veghia daretu v imbrutta tazzuleghia basgia manu ficca denti rielta birbenti riccu serete pertitenti cuntate puru stolu decadutu resterete solu seranu sprezzenti rielta birbenti elettu vutenti statene allegri camercchioni veneraghiu altre elezioni tandu arrutate denti rielta birbenti casu talenti questu dia impiegu votu negu pertitenti tr rielta birbenti maraviglia core cuntenti cristianu dessi assistenza succorsi ricuniscenza diventanu dopu arrughenti rielta birbenti dicu jente attenti quandu mondu annu auguriu ingannu appressu prega scumpienti rielta birbenti ejo sinceru core cirnu pregu pace prugressu zerca pigli eccessu francia vede errore cummette lasciendula more pregu ala muvra corre cirnu destinu cresca camminu partitu corsu pienu ardore azione l accorre corsi fassi onore pregu unione pienu accordu ricordu francia uniti amoresenza chimere vanu discore lingua corsa pregu furore terra gradita natu questu celu tardi cullatu parli signore ghje dettu pregu core
149,149,149,Strada Facendu,D. di Boziu,dialogue,cos,nasilergu bella intascata pulitica mezanotte manci pena lettu chelibri corsi sai passatu belli mumenti nu nasilergu libri mezanotte libri fatti omi talentu cudre cunservatu pettu amore lingua dii antichi nasilergu infine libri lettu mezanotte dicu supitu lettu martiriu santa divota diu gran pueta chiuvan petru lucciardi santu petru tenda opera piena sentimentu patriotticu fede religiosa omi pena nasilergu dino mezanotte dino lettu risa canti maestrale quantu manghiatu lasagne taglierini diavule scatinatu maestrale conta sbilliga rise beru corsica pumonte nasilergu dind mezanotte dino lettu raconti fole isula persa curatu muracciole abbate dumenicu carlotti intesu parla mertinu appinzapalu enima cornu sai canzone fole stalvatoghj spula gra aghia gesu maria penne arrutata cerbellu quadratu nasilergu dino mezanotte dino lettu malincunie marco angeli pueta ziteilu acqua scrive anghiulu lettura m propriu tuccatu cuore lettu frutti imbernu sgio antone bonifacio prufessore liceju nizza dino nasile bai puru penna manu truva libru scrittu fanta semplicita cuore spiritu tanta finezza leghie catechisimu sai casca indu mani nu cappj senz avellu imparatu mente nasilergu dino mezanotte dino sangue juda sciluccata pare ave lettu nasilergu zittu infiama raghjo cum dicenu pumuntinchi ava re bravi figlioli imprestami libri spassami cria anci eju mezanotte manci pena tuvoli leghie apre doria fogliu cumpralli nasilergu insegnami duve paghiu cumpra postu generosu mezanotte truva cumpra librerie mondue altru postu bicinu corti anda duve signora scagliola vende vuol compj cid accade spessu mica pogu scrive supitu face vene posta curente nasilergu mezano prumettu scurdami diu to cuasigliu poghijorni facciu affaccata corti prossima sciluccata bogliu fami impanzata libri corsi parli
150,150,150,U centenariu di Pasquale de Paoli,Matteu Cirnensi,article,cos,alb cingue aprile vene PSatanu duie centi pasquale pagli ghie duvere cursisti 1ornu sulennita filiale prova ttaccamen veraci parchi parole lenaci segreto lontani ricunuscenza babbu spirituale cot frivola corrutrice allegria sica bisogna iornu passi mica scorsu moria cumpatriotti centenarii paoli merita ritene attenzione solu corsica auropa w primu scuzzula catene schiavitu ir seculu cunuscia liberta persona populu attirendii eau fieru populu cumandava sguerdi ammirativi nazioni auro pee disse pb bretagna provincia francese nazione tommaseo ainimirdbile proemiu ae lettare paoli diede concordia gente divisa rivoluzione forma sapiente isola augiista povera spieridido storia delmondo precursore muvimentu generosu scosse auropa dede nazioni liberta 1 privilegi ell avianu cunus ciuti azioni degne liberatore 1 america wasington centenariu merita onori core generosu sacra memoria venerata bole rende eroe ammiratore fervente grandi omi antichita seppeimita saviezza eroi 1 lezzio stoicismu ricevute sullatu vintu micca dise peratu seppe tronca spada mettelain foderu necessita ringiuvani memoria perchi nissun figliu cirnu scordi nome tommaseo finia proemio digia parlatu parole carche amore pia ricunuscenza vulemu cita articulu corsu duverebbe sapelle mente sgurgate prufondu diu core grandi amicu corsica dimenticherano ino nome corsi ricorderanno padre sacri cn pasquale paoli menti pii generosi aldanno do cogliere adulazione francia mati potesse avvenire potesse avvenire 1 corsi dimenticassero ja lingua parlata debiti memoria giudicassero colpevole pairia paoli isola ve nn omu solu suminatu graquelli ricevenu amumanterranno vantica fama corsica mezz parenti guastatu gran tristezza risentu vista dia sciagu rata situazione jace poveru fizi patimenti gr esemdi consigli giusti sobrii contie pericolo ss riconoscenti forti net domestici affetti spreggiatori lusso grandezie vane amici incora vutibili civile ugua glianza vil delazione atto servile nimici sappranno ss van tare importunamente nomi isola toro cospicua mons lode novelle pros ve portali varieta inesauribile tem mpu emu larle spramne tesse fome scozia inghilterra rinnegare lingua materna none pensa toa richiedere uh merilamente disprezzo golo menera acqua nelerecidre
151,151,151,PCA,Dumenicu Massa,infos,cos,partitu corsu azione dicisu depone 5 aprile vene palma naritu tomba babbu aspettendu iustizia ria muovra incaricata ricutei fondi necessarii avisu amici dn sottuscrizione chiusa aprile sicritatiu
