	Texts	Auteurs	Type	Position	Arks
1427	   un debbiu di jaseppu luciani indu a ferraghiola  in millenove centu e dicessette  un pastore misse u focu inda macchia di a ferraghiola  si capisce per cosa  parchi a u veranu nascissi la arba tennera pe e so capre   u pastore era calzanincu  ma a cumuna di galeria pretende chi stu rughione sia soiu e per affirma u so posessu e u so dirittu  subitu chi u focu fu spentu  uni poghi di galeriacci si riuninu in sala di merria e fu dicisu chi tutte e famiglie di galeria avarebbenu postu u granu in quellu asciatu tamantu  un lottu per focu   attempu surtitu di merria tutti si preparavanu in detti ein fatti a anda a signa u so pezzu   ghiaseppu luciani e filippettu  chi quantunque bicchiotti facenu bicicletta  si armonu di signe ristaghie  e partinu prima che tutti in velo    i  ghiaseppu  malgradu iso settantanni  avanzo a filippettu e ghiunse u primu  e  di un colpu di occhiu cumpetente  scelse u piu bellu pezzu   arrembo a bicicletta indu fussettu di u stradone  si caccio a jacchetta  per esse piu sgagiatu  e po dede di manu a a ristaghia e si ne stacco un pezzu cusi grande chi si ellu avia postu u granu ine avarebbe avutu per dui anni di spesa   si imbrutto  perche l ar dette eranu infumicate  si fece qualchi zingu a i so calzoni  si stanco be e poi  tuttu sudatu  si colse a u so cavallettu e triunfante rientro in galerid nanzu chi li altri partissinu   ma granu un ne posenu ne ellu he li altri  e u so pezzu si chiama anc ava  u debbiu di jaseppu luciani    ss	   Ghiuvan-Paulu  	   art  	   11  	bpt6k13309818
1428	   a j  ne   suldatu a tolosa  dopu chi tu se partitu  a tolosa a lu suldatu  di tanti affari prummissi di tuttu ti se scurdatu   nu aghiu mai cridutu chi tu fussi cusi ingratu   par busca lu to adrizzu  e datti li me nuvelli   ni so vulsutu anda in casa a truva li to surelli   mancu ti pudia  scriva sell un eranu stati elli   fin chi tu se statu quici ti se sempri ben purtatu   ne parenti ne amici   mai nimu si e lagnatu   e ni temu fortamenti chi tu nun sii malatu   adunqua  caru cumpagnu   mi fare quistu piaceri   di danimi li to nuvelli pa ritornu di currieri   scrivici un pocu suventi nun ci fa sta piu in pinzeri   eiu mi la passu beni   ni sogu sanu e cuntenti   ni possu di alu tantu    di tutti li to parenti   e si ella dura cusini non tema puri nienti   or sopra la to risposta mi spigare lu to statu   dimmi stu la trovi dura la vita di lu suldatu    ma tu chi se prufissori non sare micc imbistiatu   si sa be chi a lu serviziu nun e come ne u civili   se guasi sempr in campagna cu lu saccu e lu fucili   ma speru chi versu teni nun saranu  micca vili   ma nun mi piatta nienti   stu ti trovi ingiuliatu    mettimi a la cuniscienza si elli ti hanu maltrattatu  ailor ancu par dispacchiu ni sare ricumandatu   ss	   Giuvan'Paulu Codaccioni  	   poe  	   12  	bpt6k13309818
1429	   a ta  tinata  u giannettu chi sta di casa sottu u presbiteru di rustincu  ha certi figliuletti chi parenu bijoux   i dui piu chiughi  luiggi e francescu  2 e 4 anni  hannu pero un difettu   un sortenu mai da sottu e fi nestre di a ienie   ora  sottu e purtelie  ognunu a sa  ci e generalmente i e     una matina di mese passatu biutai  sicondu le abitudine  u mio    bacile di acqua  par disgrazia si infatto chi u criampulu di 2anni si truvava  per lu appuntu  appughiatu a u muru  e  cume minulu  fu    incrusciatu   la primu colpu  resto  sbalurditu  poi si mise a grida chi paria un scannatu   ava  tulte e volte chi io apru u purtellu  qualunque sia la ora  un mi possu piu tene da a risa  sentu su  bitu  a francescu chi grida  a voce piena a u so fratellueciu      mi  mi  mi  e lui  toti  i   toti  toti  tappa   2  tappa chi li fala a    ta    tinala     3   ss	   Rustincu di Loretu  	   art  	   13  	bpt6k13309818
1430	   lamentu di u francu  laziu un aghiu di parla   so malatu e muribondu    mi sentu cume anniga e pianu pianu mi affondu   mi pare che per tumbammi ci si metti tutt u mondu   ohime   mi sentu more   obime  so direlittu   colla ogni jornula frebba e mi toglie lu appitittu un ci vale piu speranza   so leccu e so bell e frittu   mi hanu datu vumitivi   dubbiu un ci e  per fammi rende  ma lu male  pocu a pocu  e pianu pianu  si stende  in tutta la mio persona  che una forte frebbe accende   u termometru stu pocu colla a centu trenta sei   ava si la vedu be   chi i penseri so li mei   e quale  in stu colla e fala   chi puo cunosce li rei       u povaru de morizie ci ha persu iu so latinu   nulla ci pobbe la purga   nulla ci pobbe u chininu   torna una altra sculifata e sciappemu lu catinu    per guerimmi un so a u justu quantu duttori e venutu   e tutti  ogn un piu che lu altru  hanu  intrepidi  battutu   ancu chjrgone caillaux ghje corsu a prestammi ajutu   per guerimmi e fammi grassu e ripiglia i mio culori     si so in palazzu birbone intisgiati cume torri  e  un si passa una   seansa   senza u parapiglia e corri   in vanu lu sgio edouardu ne ha persu gustu a pippa   prima cu la campanella tantu i facia azzitta   ava mancu cu a ciccona ellu ci riescera    ci e arristitu briand   chi per me face gni cosa   un ha piu sembienza di omu e mai dorme ne riposa   a so bocca  cume un fornu  rar e quand ella sta chjosa   ava  e bera  u sgio barbone ha guandantu la battaglia ma e so droghe mi so amare     e lu so trenu a mitraglia prestu fera  so sicuru   more a me di culu in paglia   gastounet chi ride tantu tristu quantunque ha lu core  prima si arrizzava tardi  7  ava ghje rittu a dec ore perche ha penseru chi u trenu mi sfraccieghi e faccia more   or per me tutti sti mughj so gattive medicine   ghje cio chi precede sempre la ultima e fatale fine     un so ancu mortu e diggia un ci e che guai e ruine   era biancu cume u latte e forte piu che un  camallu   ava so cume un cirone turnatu gracile e  giallu   e sentu che le mio forse collanu cume lu sallu   torna qualchi colpu di asta e tireranu i so zeri  finament ava hanu risu  li francesi e li strangeri   a quill altra sgrandiaata cascanu li candileri   ss	   P. Borghetti  	   poe  	   14  	bpt6k13309818
1431	   vecchj lamenti  lamentu di una giuvanetta   sopra a u so  fratellu  quandu junse la nuvella chi per nostra mala sorti  o caru di la surella   ti dicia speditu a morti  ghia la neve alla montagna chiusu avia tutti le porti   la surejla appassiunata nun puo mori di dulori  nun ti ha pudutu abbraccia  e si senti anda lu cori  scatinoni ancu stamani quest invernu traditori   e nun pudia almenu  esse mortu a u to  paesi in bracciu a ja to  surella   oh morti cusi scurtesi    tu le onore di la pieve  rispettu di h parenti  sempre arrubavi lu cori dell amici e cunnuscenti  questa mane  u me fratellu  ci lasci tutti scuntenti   perche stai cusi mutu da ricacci dispiaceri   levati  lu me  fratellu   ad empia lu to duveri   nun ti mancanu sprissioni  lu me  degnu cavalieri   lu me  fior di primavera   chi spuntava a la campagna  lu fior di li zittelloni chi adurnavi la muntagna   di la to  morti o fratellu   lu paesi e tuttu in lagna   quellu jornu chi spirasti adunisti i to  sculari   ancu allora li ammunisti cu lito  cunsigli rari   per la via di u paradisu li sapisti indirizzari   qual sara stata la frebba chi ha truncatu la to  vita 2 o caru di la surella   la me  amandula fiorita  lu me  impastatu di mele fattu cu la calamita   ti avia fattu la natura a lu tornu  a lu pinnellu   e la ladra di la morti ti piglio cusi zitellu   nun ci era coppia si cara cum eju e lu me  fratellu   gente di questu paese or prigheti qui  di cori pe  lu me  caru fratellu  perch a tutti stava a cori  chi ellu godi in la altra vita cu li santi e iu signori   ss	   Inconnu  	   poe  	   16  	bpt6k13309818
1432	   anticursismu  grand omu  si  ma     u francese auguste comte   e  yimbentatore  u stimulatore  e u  preconizzatore di a filosofia positivista  annu  ca statua di stu grande filosofu  u quale ha scrittu una mansa di libri per pruva la eccellenza di a so  duttrina  mu po vedela un pocu dapertuttu par  sse francie  ma principalmente in parigi annant a piazza di a sorbona  ne   un discutaremu micca qui i meriti di a scienzia positiva applicata a  filosofia  solu diceremu chi auguste comte  durente quellu xix  seculu  cusi indecisu  cusi inquietu  fu unu di i scarsi a mette in pede un sistema di ide e  di fatti destinati a serve di esperimentu per la umanita  a so  filosofia positivista  infatti  unn avia altru scopu che migliura a sorte di lu omu  mustrenduli u caminu percorsu da i predecessori  e quellu chi li tuccava di percorre ellu stessu per raghiunghie una felicita relativa   naturalmente  u campu storicu ha furnitu a augusie comte  i so  migliori argumenti  i so  migliori esempj  ricullendu sin a i populi piu antichi  cume li egiziani  i grechi  i romani  u filosofu ha vulsutu pruva chi ogni prugressu o regressione di la umanita ha sempre trovu a so  causa inde la umanita stessa  da stu puntu di vista  u studiu di i varj parsunaggi chi si so illustrati darente i seculi li e sembratu assai impurtante  parchi ognunudi questi cuncretizzava per modu di  a so  epuca  o  i  a quistione di sape si questu o quellu omu di geniu pudia esse cunsidaratu cume un benefattore di a sucieta umana  diventede cusi unu di i punti essenziali di a filosofia di  auguste comte   e cu u scopu di esamina stu problema chi ellu pubblichede  versuu 185o  u so  catechisme positiviste  in questa opara  auguste comte si prupunia non solu di indica i benefattori di la umanita  ma ancu di stabilisce per elli un cultu  una religione    cusi  ella ha immaginatu un ca lendariu  cupiatu sopra u repubblicanu  ma destinatu a glurifica li umoni e non piu e stagione   lu annu positivista e divisu in 13 mesi di 4 settimane ognunu  ogni mese porta u nome di un omu celebre ind u mondu di a religione  di le arte  di a musica  e scienze  ecc   cusi avemu u mese di mose  quellu di omeru  di cesare  di dante  di shakespeare  di fedeticu u grande  ecc       ind u stessu tempu chi elli ricordanu sti genj  i mesi so destinati a cummemora le epuche  i prugressi piu famosi di la umanita  simultaneamente a mose  per esempiu  si celebra a teocrazia iniziale   cu omeru  e a puesia antica chi e glurificata  cu carlu magnu  a civilizzazione feudale  cu gutemberg  la industria moderna  cu descartes  a filosofia  ecu federicu u grande  a pulitica muderna   appuntu inde st ultimu mese truvemu  ghiornu per ghiornu   li umoni chi ellu si tratta di venera  cosimu di i medici  carlu quintu  coligny  sully  mazzarinu  richelie u  turgot  franklin  washington  bolivar  ecc    ma invanu circariamu un nome chi ci sta tantu a core  a noi corsi  e chi meritaria  se no  un ci sbagliemu  di figura ghiustamente ind u mese chi u calendariu di u sgio auguste comte cunsacra a  pulitica muderna  vutemu parla di pasquale paoli   omissione chi noi un pudemu    piegacci parchi u babbu di a patria corsa riempjva tutt e cundizione richieste da u sistema positivista  fu  senza nessun dubbiu  un benefattore di la umanita  u quale  inve  ce di segue sentimenti egoistichi  circhede sempre di migliura e cundizione di li altri  u guvernu chi ellu istitui in corsica e un mudellu di quellu genere cusi vantatu da a scola di u sgio comte   tendia a fa a felicita di i cittadini  accurdenduli u piu liberta pussibile  e questu e tantu veru  chi  in quelli tempi  la eurora intera un risparmio a so  ammirazione per quellu grande geniu creatore di una custituzione democratica chi certi paesi un pussedenu micca ancora a i tempi di oghie   date sie raghione  parche 11llustre filosofu si e scurdatu u nome  di u nostru eroe  mentre cummemorava i franklin  i washington   i bolivar  e ancu i toussaint louverture   certu  u nord americanu washington ebbe u gran meritu di da a i stati uniti  liberati da le oppressione inglese  una famosa cus   tituzione  bolivar  el liberttador  e parimente degnissimu di esse celebratu per ave salvatu u venezuela  a bolivia e le equatore di a schiavitu spagnola  ma pasquale paoli chi libero i corsi da u duminiu genuvese  e circo eroicamente di cuntrasta le invasione francese  meriteva di figura accant a quelli dui genj immiurtali  a so  custituzione era tantu piu ammirevule  chi ella furniscia un meravigliosu  precedente  eppoi  un face dubbiu  chi le opare di sti tre eroi si cumplettanu mutualmente  di modu chi ella risulta ancu piu inghiustificata    la amnesia di monsieur a u   guste comte   u solu  lu unicu e plausibile mutivu di sta negligenza  lu avemu dighia induvinatu   pasquale paoli era un grand  omu  si  un benefattore di la umanita  ma    era corsu  allora  capite  li affari cambianu     e dunque pruvatu chi ancu inde uduminiu in apparenza serenu   di a filosofia  i pinzuti so deliberatamente corsofobi   e vera chi u calendariu positivista  menziona  inde u ix  mese  u nome di u scupritore di la america  cristofaru culombu  ben  intesu  questa e duvuta a u fatiu chi auguste comte  cume di restu  a maggiuranza di i sapienti non solu pinzuti ma mundiali  so cunvinti chi culombu era jenuvese o spagnolu  altrimente  u grande navigatore avaria subitu a stessa sorte chi le eroe di merusaglia  fra parentesi  u preziosu serviziu chi omu pudaria rende a  memoria di culombu  saria di pruva chi elle e natu in calvi  vidariamu  in stu casu  u so  nome scumparisce cume di incantu da i manuali sculastichi  e pubblicazione litterarie  e ancu  da u stessu catachisimu    sembra chi u sgio auguste comte abbia vulsutu ripara le omissione relativa a paoli menzuniendu u nome di un altru grande corsu   napulione bonaparte  ma bisogna esamina in chi modu      u so  calendariu cumprende per la annata bissestile  un ghiornu addiziunale  stu jornu  appuntu  dev esse cunsacratu a la reprobation solennelle des deux principaux retrogradateurs  sic   julien l apostat et bonaparte   u fattu  dunque  appare abbastanza chiaru  inde u catachisimu positivista di u sgio auguste comte cume in tanti altri scritti pinzuti  un si parla mai di le illustrazione di a corsica  videte paoli  quandu eccezionalmente si rompe u silenziu e per mette i nostri genja u paru di li apostati  i rinnegati  e i retrogradateurs   videte napulione     chi cosa pensaranu di afaccenda  li eterni ammiratori e difensoti di a petite patchie dans la grande   ss	   Petroniano  	   art  	   1  	bpt6k1330940b
1433	   scrittori corsi  ghiuvan carlu gregori  pochi corsi sanu cio chi elle funu a vita e la opara di giuvan  carlu gregorj  troppu presin  lu omu si e scurdatu in corsica chi a morle di stu gran cumpatriotta fu un veru dolu publicu pe  a nostra isula e chi  tra tutti quelli chi cunsacronu i so  talenli a a nostra sloria naziunale e u solu di u quale la opara  bench ella un sia cumpjta  fu veramente generosa e feconda   un  ambizione tremenda predumino a so  vita  un unicu scopu guido invariabilmente  e di cunlinuu i so  studj  i so  sforzi  a storia di a corsica e si ellu unn ha avutu a grazia di da lu ultimu colpu di manu a u monumentu immurlale chi a so  prudigiosa erudizione duvia finalmente inalza a a patria  ebbe u tempu quantunque di da luce a a majo parte di le opare di i nostri vecchj cronichisti  di livella u tarrenu e di appruntallu pe  a suminera   a so  storia generale della corsica si ferma senza esse finita  cume tant opare induve ellu duvia fa risorle a maravigliosa varieta di i so  lumi  i  ma per ghiudica ed apprezia a so  valore u travagliu preparaloriu a u  so  magnificu studiu  ci basta a leghie le elegante e dotta introduzione a la historia di corsica di  anton petru filippini  stampata in pisa  1827 1831  e numerose annutazione chi accumpagnenu a traduzione in lingua italiana di a cronica  de rebus corsicis di petru cirne u  stampata in 1834  in parigi  e a bel  lissima espusizione chi precede i statuti civili e criminali di corsica publicati in lione inde u 1848   di la opara di a  p  filippini    chi e  a guardalla be  un pocu mediocre    g  ci  gregorj  aumentendula di tante note preziose et tanti documenti inediti  ne fece un librone di gran  valore  inc una chiarezza e una penetrazione senza paragone  inc una elevalezza di ide e propriamente maravigliosa  fece da veru maestru  ind un indroduzione chi carlu bolta ghiudico perfetta  un riassunlu di a cuntinuita di evenimenti e di azione chi so la ossatura di li annali di corsica  tanlu e po  lantu fece  chi a povara e guasi indigesta cronica di lu arcidiaconu di mariana divento un  opara nova  elegante e finilissima   sta manera stupenda di impusessassi di a storia di a so  patria  u dottu magistratu a cunfirmo   dui anni dopu a famosa edizione di pisa di la opara di filippini    publichenduu de rebus corsicis di petru cirne u  a a traduzione ilaliana di sta cronica  messa a peltu a u testu latinu  agghiunse certe annolazione chi so  da per elle  veri documenti  e induv ellu si distingue digia u lentu travagliu di creazione chi si facia inde a so  mente   incu a publicazione di i statuti civili e criminali di corsica le unione di li elementi chi custituiscenu a storia generale di a corsica entre inde u so  periodu definitivu  in fatti  ecci piu magnifica espusizione di le organizzazione civile e criminale diu mediu evu ind e nazione tocche da la impronta rumana  piu  perfettu studiu di le instituzione feudale di i longobardi che  sta dolta e sustanziosa introduzione a i siatuti  u giurisperlu e u storicu di marca chi elle e ghiuvan carlu gregorj sa esse affaltu cumplellu ancu abbreviendu e addensa senza pianla mai di esse severamenle precisu   caccenduci i so  studii storichi chi a cruda morte un li lascio u tempu di finisce  fece stampa  lu annu stessu di a pubblicazione di a storia di corsica di filippini  una tragedia in cinque alli e in versi italiani inlilulala   sampiero corso  ma st opara  rimarchevule a u puntu di vista litterariu  bench ella sia  scenicamenle parlendu  un suppulellu insufficiente  unn e allru  a dilla chiara  che una manera ingegnosa di glurifica un corsu  intantu di pude accerta e rende incunlraslabili  inde a so  storia generale di corsica  la audacia straurdinaria di stu gran  capitanu  e in verita  lutti i scritti di stu dottu slorie u parlanu di a corsica   tutti hanu listessu seppu  rinviguri e tradizione australe  annuda ed aggruppa e ricurdanze  per inalza a a palria un monumentu immurtale   eccu cio chi ellu fu u distintissimu e valente scrittore chi a morle si piglio cusi prestu  senza dalli u tempu di finisce u so  maraviglicsu travagliu storicu  e chi tulti li omi di core devenu onora e pienghie  nanfu e duie sponde di u mar tir renu  infatti  a penna di g  ci  gregorj era severa ma jusla  e si ellu unn avaria dimenticatu di fa risorle a leggerezza di cerle accuse contru genuva  cum ellu a da a intende   in listessu modu e cun a solita imparzialita  avaria espostu in pienu lume le aspirazione seculare di a nazione corsa  affirmendu a perennita di la opara di i capi chi ella seppe scegliesi   ss	   Ghiacintu Yvia-Croce  	   art  	   2  	bpt6k1330940b
1434	   parolle di fede  ti salutu  o giuventu   ti salutu  o giuventu  fiore di u populu di corsica  speranza di a razza e onore di a patria   giuventu di e scole di i nostri paesi chi un ti lasci ammaestra e infraciga u ciarbellu da i softuservi di la una e iudivisibile e chi haiinde li occhj a piu bella duttrina  a luce ardente di le avenire  nantu e labbre u piu bellu insegnameniu anostra parlaia  inde u core a piu bella scienza  lu orgogliu di esse lu arcu e u puntellu di a nazione corsa     giuventu di e nostre piaghie e di e nostre muntagne  chi si bella cume un veranu  o maravigliosa giuventu chi sai sempre pensa e canta e ride cume i to  babboni  a u modu anticu  e chi unwhai mai  dubitatu di esse corsa  mai che  corsa     giuventu di i cullegi e di la universita induttrinata a la francese  ma chi ell unn hanu riuscitu a denaziunalizza  giuventu ricca di sapere  ma piu ricca di fede  di speranza e di vulunta  e chi hai ind e vene un sangue superbu  prontu a sfuria      si  e a ne ne    giuventu corsa di ogni locu  ti saluiu   a benedetta voce di cursichella  inde u silenziu di e nuttate pinserose  ti ha chiamatu e ti ha parlatu  a  a   eeso  sante parolle hanu fattu sbuccia inde u lo  core vergine un  amore risolulu  indumabile  stupendu  veramente degnu di u so  tamantu amore      i e u a so  voce languente 1 ha fati capi chi a nosira nazione e necessaria a a billezza latina cuam elle e necessaria la isula persa a illezz 7 e tirrenu     a billezza diu mar ti rente     i so  spasimi angusciosi  iso lagni dulurosi  iso singhiozzi di sangue lu hanu stampatu ti core a so  passione  u so  martiriu     e  senza teme nulla  a core mn manu  li hai rispostu   so pronta  so pronta a marchia inde u solcu straziatu di i mio arcibabboni  versu a gran luce  e aspettu cun ausieta quellu beatu jornu  quella ora benedetta    o o o    lu hairispostu che tu hai capitu i so  ordini imprescrittibili  che rosservarei tulti i so cumandamenti   li hai rispostu che tu voli chi omu un si vargogni piu a vive inde i nostri paesi addulurati   li hai rispostu chi oghie i cursisti un devenu esse piu omi ma veri spiriti  pronti a strughiesi  a dissolvesi ind un spiritu grande quante umondu  u spiritu corsu    tisalutu  o giuventu  anima viva di u nostru populu incatinatu  rispiru gagliardu di a nostra razza martirizzata  custode vigilanie di a nosira patria cru   cifissa       si tu chi risuscilarei ind i nostri fuculariu spiritu di pantichi e chi spargugliarei e allunianarei da i nostri rughioni i nuvuli foschi chi affoanu la aria e oscuranu u celu   si tu chi  ghiornu per ghiornu  ora per ora malgradu i fiacchi e i vigliacchi  malgradu e discordie e li errori  malgradu e miserie e i tradimenti  malgradu tanti  malgradu tulti  farei rinasce in ogni pettu corsu le amore pairiu  ambasciatore di a risurrezzione   si tu chi rialzarei le altare sfundatu di a liberta e chi purtarei a e sette stelle a bandiera bianca a testa di moru   eviva  eviva tu  ginventu diletta  fiore di u populu corsu   pinsendu a te  noi  i to  majo  circaremu chi elle ci stianu in mente   ogni sera quandu u sonnu ci chiode li occhj stanchi  ogni mane quandu u spunta di u sole ci disceta e ci da forza di ripiglia u nostru travagliu quotidianu   e sacrosante parolle di u gran pasquale  core in ironte e strada diritta          tntantu chi ella spunti la alba di quellu jornu chi la isula sviata riturnara ad esse a corsica   ti salutu  o giuventu    ghacintu di muru  ss	   Inconnu  	   art  	   3  	bpt6k1330940b
1435	   u natale di a muvra  unu   u   1   o  f 1   lentemuci oramai  ssu suspiru cu tultu lu alenu tenutu strintu da a trimulella in lu nostru peltu dipoi a furibonda minaccia  chi a fine di di annu vinti nove avia da vede u poslru natale a lu usu maghialescu    ije  vulemu chi ellu sia u  natale di a muvra   avianu  pruclamalu certi macellaghj di cimice  caccendu da e slacche i so  cultelli di latta  e vimbito fu lanciatu sin a inde certi familelli chi avianu tesu  cu u so tprusci   tprusci   pocu francu  quellu pugnu di arba fanghicciosa a le animale curnntu e palatichi fine chi la accellava  ma cun suspellu  per un di no  7  e casserole puliziolte  ristagnate di frescu  unn aspiltavanu che u chermugliu   u cundime dino ci era  quantunque di fundericciu  lu appiittu un mancava  e  a manalella di li imbitati si abbicinavanu  ma in ti miconi  cu a scudella piatta sottu a jacchella   manen male  a pelle era stata prumessa a marianna  cume lappellu soffice per e so  pioghe infrizzulite da i lupini   e u colpu pulzatoghiu fu datu   a  alta si inturchio in lu pelu rasinu  e cumare muvra  in punia di a so  elpa  si dede una grallala in le imbule e u a punta di e so  corne   cudizzula a u veniu  si fece una spurnatella per saluta lu annu novu  e dopu  re o quattru salti in caterrocchiu  eccula pascendu in la so  pralalina salivosa   u capi macellaghiu si e alluntanatu da a vergogna dicendusi fra ellu     aghiu fattu    e mio buzare    u cucinaru in pede si ne va licchendusi una casserola pinghinosa  e ghje a capelli maladetti cun unu di i so  allevi  fra i musinosi imbitati  parte si ingollenu a so  saliva e parte  ripigliendu u so  falzu alleeculime  si abbiciuanu dino cu speranza chi u so  appitittu sia stalu piglialn per tenneru amore   marianna aspella sempre  cum ell  ha aspittatu e speralu di allre volte  ma  si diu vole  passera di allri natali senza sente u tragicu belu   si gran parte di a vergogna 1ocea a quelli di u pranzu mancalu  un ne deve manca dino a quelli chi ne fecenu e spese  inquante a  maffia  un ci e a maravigliassi   quislione di mistieru   si nasce alti a fa i puliziolli  cume i buvoni nascenu alli a bultula a so  pallottula e fanne e so  delizie     st ultimu cennu pe  i facci doppj   si mettinu be in chiocca chi a i so  fprusci   tprusci   chi un ci hanu mai sbaglialu  a muvra sapera sempre accunsente ci un slessu be   be   be       ss	   Altore  	   art  	   4  	bpt6k1330940b
1436	   maistralata  in seguitu a le incidente  chi noi rappurtemu di altra parte  tra li oramai famosu maistrale e u nosiru cunfratellu valot  direttore di u giurnale la jeune corse  questu ha fattu sta publica cunfessione     nous allons maintenant donner une nouvelle preuve du courage de mi  versini   il y a quelques mois  il apportait a la je u  ne corse un article donl il etait l auteur   11 demanda l insertion de cet article qui lui fut accorde e   nolre confrere rocca se jugea injurie par cet arlicle et en demanda raison a mi  valot  qui refusa de livrer le nom de son collaborateur  mi  versini ne en acceptant pas ja respousabilile   mi  valot  comme ci etait son devoir  la accepta done tout entiere et constitua scs iemoins   aujourd hui  nous ne sommes plus lenus a la meme reserve el nous livrons a mi  rocca le nom de celui qui tenla de je diffamer    sta relazione di un incidente vecchiu di un annu e piu  da un idea di a franchezza e di u curaggiu di u pueta maestru di marignana  u quale  pur di imbrutta ghiente  conde a so  penna ancu in le siallate vaccine   avia inviatu i me  tistimoni a u me cunfratellu valot chi e  stimu da galantomu e chi si dimustro tale in quella circustanza  ma un possi   ognunu a capiscera   avili dui amichi mandenduli a truva a maistrale     le anfarte majo  rinnegatore di ogni fede e di ogni amicizia  po tene a so  trippa in li so  calzoni di villutu framante senza teme chi e  voglia fa vindetta taglienduli a curata   a certi un li si po che sputa in faccia   ss	   Petru Rocca  	   art  	   5  	bpt6k1330940b
1437	   amicu  circa ja di metta be   cu quellu acellu neru parucchiali   chi canta  miserere poela e    dilli che nun li pregu mai mali   e chi ellu mi perdoni pe  piace  chi unn aghiu faltu piccatu murtali    li tasto a suttana   po  chi e     e cunfisso li affari in u jurnali   a vita senza risa  ohime   un si po essa sempre in funerali   e  tristi  canta u dies ire   o fa di pocchj fiumi lacrimali   ma tremu   libera me domine      chi misseri un mi tiri di missali    chi nimu si dubiti qual elle e   mi ni sto piattu e mi segnu    ss	   Pasquali.  	   poe  	   6  	bpt6k1330940b
1438	   o catalina mia    canzona   i  cara catali   di e donne di qui   senza sbagliu  se  la piu bella   o rundinella   o bellu fior   per sempre averai lu me  cor  ognunu videnduti passa   cume meti vurria canta    riturnella  o catalina mia   per sempre eiu vurria   teneti strinta strinta in le me  bracci    e copreti di li piu dolci basgi   i to  longhi capelli   cu li to  occhj cari e belli   hanu fatt  entre dentru lu me care  lu piu fervidu amore    h  vogliu ringrazia dio di bunta  pe  la grazia chi ellu mi ha fattu  paone amatu   caru tesor   di esse lu elettu di u to  cor   veni qui chi ti possa basgia   veni qui che ti possa canta   in  sempre ti amero   e toiu saro   sempre ti staraghiu vicinu   in la giardinu di lu me  cor   mai un ci sara di altru fior   e quand a morte mi chiamara  murendu  mi sentare  canta    riturnella  o catalina mia   per sempre eiu vulia   teneti strinta strinta in li me  bracci    e copreti di li piu dolci basgi  ma ja morte fatata   mi alluntana di te  amata   ma ancu quandu quassu ne staraghiu  sempre a te pensaraghiu    ss	   M. Alessandri di Chidazzu  	   cha  	   7  	bpt6k1330940b
1439	   neva     neva    tuttu muventi e tu celu  spariscinu li tetti e la virdura    la terra si copri di un biancu vel faci cambia lu aspettu di a natura  so cuparti li stradoni e ji sstreti  nun si vedi piu scaffa ne tafonn so inchjnati li branchi e ji vet4   pari chi elli dumandinu pardonu  neva    e tutt accolti e inciucciunit si sentinu li aceddi lamintagsi     lu so  lagnu dici   semu famiti    e nun trovanu mancu ad appuddaggi neva   difreddu tremanu li agneddi  neva   ma so cuntenti li ziteddi u  ss	   Simonu di San Jorghiu  	   poe  	   8  	bpt6k1330940b
1440	   smentita  avemu ricevuiu u seguente bigliettu    ajacciu  2 marzu 195o   caru petru   cun grande surpresa  aghiu vistu figura u me  nome fra quelli di i cullaburatori di duie riviste esciute atfempu e dirette da un cumpagnu di fede di sei anni fa  chi affacca oghie da un si sa duve  dopu ave scambiatu di ideale e ancu di nome   a simile annunciu di cullaburazione do a piu cattegorica smentita e ti pregu da falla sape senza ritardu a tutti  un vulendu tene suspettu addossu     ti abbracciu   ss	   Stefanu Luciani  	   let  	   11  	bpt6k1330940b
